airline,flight_num,origin_airport,dest_airport,month,day_of_month,day_of_week,dep_time,arr_time,dep_delay,arr_delay,distance,air_time,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,is_delayed
US,4412,FLL,LGA,4,18,2,1701,2005,16.241057771569096,16.241057771569096,1823,184,0.0,0.0,0.0,0.0,0.0,1
AA,6880,DTW,ATL,2,2,5,2070,2326,34.28309611626038,34.28309611626038,1268,136,0.0,0.0,0.0,0.0,0.0,1
DL,5275,JFK,DTW,9,28,5,95,409,19.2752829768147,19.2752829768147,1538,154,0.0,0.0,0.0,0.0,0.0,1
B6,665,LGA,LAX,12,7,1,815,936,16.890133023681674,16.890133023681674,1096,81,0.0,0.0,0.0,0.0,0.0,1
US,7863,ORD,PHX,9,22,3,1423,1911,0.0,0.0,2670,288,0.0,0.0,0.0,0.0,0.0,0
UA,1636,DTW,MIA,3,28,7,1123,1352,0.0,0.0,1237,149,0.0,0.0,0.0,0.0,0.0,0
HA,2739,PHX,EWR,12,20,2,2229,325,17.81329396287007,17.81329396287007,2951,296,0.0,0.0,0.0,0.0,0.0,1
NK,4002,DFW,BOS,8,16,1,1113,1359,0.0,0.0,1419,166,0.0,0.0,0.0,0.0,0.0,0
WN,9372,DTW,ORD,4,1,3,127,210,0.0,5.457329138677456,300,43,5.457329138677456,0.0,0.0,0.0,0.0,0
AA,2463,ORD,SFO,10,5,3,234,708,27.96921898450348,27.96921898450348,2860,274,0.0,0.0,0.0,0.0,0.0,1
NK,4597,ATL,EWR,7,28,4,1570,1940,0.0,0.0,2379,210,0.0,0.0,0.0,0.0,0.0,0
HA,8334,LAX,JFK,6,19,4,1003,1308,21.029204538400286,22.380205858121595,1886,185,0.0,0.0,0.0,0.0,1.351001319721309,1
AA,5567,MCO,SFO,11,21,4,448,636,27.08845455689569,43.25554351041314,1288,108,0.0,0.0,16.16708895351745,0.0,0.0,1
AA,9931,SFO,MCO,10,5,1,763,1001,0.0,0.0,1159,118,0.0,0.0,0.0,0.0,0.0,0
HA,8936,SFO,FLL,1,12,5,912,1001,0.0,0.0,648,49,0.0,0.0,0.0,0.0,0.0,0
B6,6654,PHX,MIA,5,6,4,271,459,9.823189364495558,9.823189364495558,999,108,0.0,0.0,0.0,0.0,0.0,0
DL,196,ATL,EWR,2,20,3,1485,1607,28.60540251114488,28.60540251114488,546,42,0.0,0.0,0.0,0.0,0.0,1
DL,871,ATL,LAS,9,24,2,1807,1936,0.0,0.0,1035,89,0.0,0.0,0.0,0.0,0.0,0
US,5554,PHX,PHL,2,26,6,2348,38,4.70251322303784,4.70251322303784,402,50,0.0,0.0,0.0,0.0,0.0,0
WN,9542,LGA,JFK,5,14,7,1718,2141,26.37763657809658,26.37763657809658,2596,263,0.0,0.0,0.0,0.0,0.0,1
NK,4817,JFK,MCO,11,3,7,333,428,34.821237409701325,34.821237409701325,649,55,0.0,0.0,0.0,0.0,0.0,1
HA,5821,DTW,BOS,9,13,5,1001,1340,9.999775832066222,9.999775832066222,1997,219,0.0,0.0,0.0,0.0,0.0,0
NK,8378,BOS,MCO,10,21,5,913,1139,10.053422756935289,48.96619892802262,1466,146,0.0,0.0,0.0,38.91277617108733,0.0,1
DL,3578,LGA,SEA,2,2,7,36,521,0.0,0.0,2745,285,0.0,0.0,0.0,0.0,0.0,0
WN,3006,MIA,FLL,8,25,1,651,1023,0.0,0.0,1958,212,0.0,0.0,0.0,0.0,0.0,0
WN,3373,MSP,DTW,10,14,3,2139,115,38.86971519168043,38.86971519168043,1943,216,0.0,0.0,0.0,0.0,0.0,1
AA,6313,SEA,PHX,11,25,2,2261,326,33.35007777383592,45.50738057947668,2829,265,0.0,0.0,12.15730280564076,0.0,0.0,1
F9,6827,SEA,DTW,4,7,4,2236,302,19.2193943270594,19.2193943270594,2659,266,0.0,0.0,0.0,0.0,0.0,1
DL,1531,DTW,PHX,12,1,4,2270,226,8.891597724712305,8.891597724712305,1756,196,0.0,0.0,0.0,0.0,0.0,0
US,3284,PHX,LAS,10,18,1,476,603,29.731764988035298,29.731764988035298,653,47,0.0,0.0,0.0,0.0,0.0,1
DL,6468,MCO,CLT,8,5,2,2153,200,0.0,0.0,2341,247,0.0,0.0,0.0,0.0,0.0,0
US,7146,LAX,SEA,12,16,7,439,730,19.040469081790143,19.040469081790143,1983,171,0.0,0.0,0.0,0.0,0.0,1
US,8376,DFW,DFW,11,20,1,896,1356,25.86390196770451,25.86390196770451,2509,260,0.0,0.0,0.0,0.0,0.0,1
AA,6298,DFW,SFO,6,12,1,1940,16,22.167241079831946,59.4430860536502,2711,276,0.0,0.0,0.0,37.27584497381825,0.0,1
WN,3519,MIA,LGA,12,11,5,676,1011,13.240067763407707,13.240067763407707,1878,175,0.0,0.0,0.0,0.0,0.0,0
WN,279,LAS,PHX,1,6,2,576,1027,10.803961664171654,22.046469813325288,2763,251,0.0,0.0,11.242508149153636,0.0,0.0,1
UA,5414,MCO,MIA,10,4,2,1339,1610,23.95521073819006,23.95521073819006,1372,151,0.0,0.0,0.0,0.0,0.0,1
NK,9011,ORD,CLT,3,7,3,546,652,1.1089247447992552,16.52937872722854,526,66,0.0,15.420453982429287,0.0,0.0,0.0,1
US,8483,MSP,DEN,1,28,1,640,1022,1.1339858682847002,1.1339858682847002,2132,222,0.0,0.0,0.0,0.0,0.0,0
AS,7684,SEA,LAX,3,8,6,1440,1510,10.203875889372792,10.203875889372792,482,30,0.0,0.0,0.0,0.0,0.0,0
WN,1899,PHL,MIA,5,22,6,1982,2211,0.0,0.0,1322,109,0.0,0.0,0.0,0.0,0.0,0
DL,2427,DEN,DEN,2,18,4,1530,1740,19.582319061054275,25.91126918669542,1617,130,0.0,0.0,0.0,0.0,6.328950125641147,1
HA,2863,DTW,DEN,6,11,2,817,1218,20.402473685431186,20.402473685431186,2275,241,0.0,0.0,0.0,0.0,0.0,1
US,7276,PHL,DFW,5,15,5,342,458,0.0,0.0,722,76,0.0,0.0,0.0,0.0,0.0,0
AA,7854,EWR,DEN,11,13,4,230,655,4.1281626108154965,4.1281626108154965,2664,265,0.0,0.0,0.0,0.0,0.0,0
F9,6796,PHX,DTW,11,18,4,361,728,22.411804473892623,22.411804473892623,2611,207,0.0,0.0,0.0,0.0,0.0,1
B6,2865,SEA,PHL,11,23,2,2313,156,34.96769724746535,34.96769724746535,1892,163,0.0,0.0,0.0,0.0,0.0,1
NK,1851,EWR,ATL,5,20,5,756,1141,32.9860296894272,32.9860296894272,2562,225,0.0,0.0,0.0,0.0,0.0,1
NK,686,ORD,PHX,11,21,1,1627,2019,0.0,15.041934641339093,2385,232,10.111271075706474,0.0,4.930663565632619,0.0,0.0,1
DL,7117,ATL,DFW,10,11,4,213,433,25.29944517341048,25.29944517341048,1459,140,0.0,0.0,0.0,0.0,0.0,1
UA,9966,JFK,SEA,7,4,4,2099,24,3.6049975045626246,3.6049975045626246,1614,165,0.0,0.0,0.0,0.0,0.0,0
AS,599,PHL,SEA,11,11,3,607,659,12.223965196332227,25.10017076616117,181,52,12.876205569828942,0.0,0.0,0.0,0.0,1
NK,4272,ORD,CLT,2,1,6,1548,1826,3.452197491928409,3.452197491928409,1481,158,0.0,0.0,0.0,0.0,0.0,0
WN,3387,FLL,ORD,10,27,3,742,906,2.3925445905081464,2.3925445905081464,637,84,0.0,0.0,0.0,0.0,0.0,0
AS,8112,FLL,MIA,12,8,4,29,411,6.149144613073865,6.149144613073865,1978,222,0.0,0.0,0.0,0.0,0.0,0
AA,5024,LAX,DFW,4,10,2,2202,2240,8.751536908837503,8.751536908837503,262,38,0.0,0.0,0.0,0.0,0.0,0
B6,6901,MSP,DTW,10,21,5,1025,1440,11.976089948852952,12.218636110578409,2543,255,0.0,0.0,0.0,0.0,0.24254616172545695,0
AA,4801,ORD,SEA,8,28,4,588,712,0.0,0.7528022787999875,745,44,0.0,0.0,0.0,0.0,0.7528022787999875,0
DL,3836,SEA,MIA,6,24,6,1970,2115,0.0,0.0,452,65,0.0,0.0,0.0,0.0,0.0,0
HA,5456,PHL,ORD,4,20,3,1447,1725,26.409107875507903,34.21064628012016,1569,158,0.0,0.0,0.0,0.0,7.801538404612259,1
DL,7111,PHX,LGA,3,15,5,897,1007,33.78091469799308,33.78091469799308,171,30,0.0,0.0,0.0,0.0,0.0,1
UA,9458,EWR,LGA,3,8,6,1880,2247,32.67831483245807,32.67831483245807,2338,207,0.0,0.0,0.0,0.0,0.0,1
UA,2379,DFW,MIA,5,12,5,1477,1643,32.14165585030323,32.14165585030323,981,86,0.0,0.0,0.0,0.0,0.0,1
F9,8607,DEN,SFO,1,22,4,568,802,4.862925871523392,16.43638847760884,1086,114,0.0,0.0,0.0,0.0,11.573462606085448,1
UA,5140,LAX,CLT,4,13,2,782,852,26.077143733965762,26.077143733965762,194,30,0.0,0.0,0.0,0.0,0.0,1
F9,6890,BOS,PHL,9,9,5,1518,1622,0.0,0.0,736,64,0.0,0.0,0.0,0.0,0.0,0
WN,6396,MCO,LGA,11,16,2,950,1423,7.60121319001704,7.60121319001704,2677,273,0.0,0.0,0.0,0.0,0.0,0
DL,2971,SFO,FLL,9,18,2,2154,126,14.400261115073459,16.619135890233782,2236,212,2.218874775160324,0.0,0.0,0.0,0.0,1
B6,705,PHX,ATL,12,28,3,1910,2238,0.0,0.0,2273,208,0.0,0.0,0.0,0.0,0.0,0
DL,1619,ORD,ATL,1,14,6,7,251,0.0,0.0,1441,164,0.0,0.0,0.0,0.0,0.0,0
WN,5716,DFW,BOS,4,18,1,507,843,6.877779251939081,6.877779251939081,1853,216,0.0,0.0,0.0,0.0,0.0,0
DL,5925,MIA,FLL,10,5,4,350,713,18.60056096232929,18.60056096232929,2305,203,0.0,0.0,0.0,0.0,0.0,1
F9,4100,PHL,PHL,3,17,4,2158,22,0.0,0.0,1691,144,0.0,0.0,0.0,0.0,0.0,0
US,7060,LAX,LAX,8,10,6,81,254,9.057562357404969,9.057562357404969,1160,93,0.0,0.0,0.0,0.0,0.0,0
B6,8959,ATL,JFK,7,14,1,656,1053,6.35540241491417,6.35540241491417,2502,237,0.0,0.0,0.0,0.0,0.0,0
UA,7663,ORD,ATL,9,22,7,535,946,0.0,13.977378918506657,2812,251,0.0,0.0,13.977378918506657,0.0,0.0,0
US,2721,LGA,JFK,4,20,2,1126,1457,11.490231032108277,11.490231032108277,1937,211,0.0,0.0,0.0,0.0,0.0,0
UA,2636,ATL,ATL,5,8,2,258,727,0.0,0.0,2648,269,0.0,0.0,0.0,0.0,0.0,0
NK,3082,LAS,ORD,2,21,4,1034,1503,7.887768754521516,7.887768754521516,2593,269,0.0,0.0,0.0,0.0,0.0,0
B6,9156,DEN,ORD,3,15,7,1833,2256,6.501398713034295,6.501398713034295,2471,263,0.0,0.0,0.0,0.0,0.0,0
US,9122,EWR,SEA,9,4,5,576,915,0.0,26.459467557591637,1770,179,0.0,0.0,0.0,26.459467557591637,0.0,1
HA,9029,LAS,FLL,3,4,6,327,439,6.356445176021207,6.356445176021207,882,72,0.0,0.0,0.0,0.0,0.0,0
WN,2920,LAX,DTW,2,18,5,2117,11,6.891688965842007,6.891688965842007,1673,174,0.0,0.0,0.0,0.0,0.0,0
UA,5961,FLL,CLT,9,27,5,749,1049,8.160929170247249,8.160929170247249,2092,180,0.0,0.0,0.0,0.0,0.0,0
AS,5649,MIA,DTW,5,3,1,565,808,37.19387123550091,37.19387123550091,1044,123,0.0,0.0,0.0,0.0,0.0,1
NK,3199,PHL,DTW,4,28,3,2022,2224,16.13015387430623,16.13015387430623,1404,122,0.0,0.0,0.0,0.0,0.0,1
WN,7315,MCO,FLL,5,16,4,886,1407,2.5060710546566174,2.5060710546566174,2992,281,0.0,0.0,0.0,0.0,0.0,0
B6,466,SEA,MSP,4,27,3,1926,2320,20.23933036281237,20.23933036281237,2254,234,0.0,0.0,0.0,0.0,0.0,1
WN,5039,LAS,ORD,4,10,1,409,948,6.969159673489232,6.969159673489232,2823,339,0.0,0.0,0.0,0.0,0.0,0
B6,3254,SEA,DEN,1,5,3,2222,138,3.816533137577238,3.816533137577238,2391,196,0.0,0.0,0.0,0.0,0.0,0
WN,5468,LAX,SEA,12,24,5,2311,2,0.0,0.0,225,51,0.0,0.0,0.0,0.0,0.0,0
B6,7241,DTW,CLT,2,2,5,2283,140,11.274301756090047,11.274301756090047,1529,137,0.0,0.0,0.0,0.0,0.0,0
AA,2008,EWR,DTW,1,15,5,2326,2356,16.61477958422258,16.61477958422258,210,30,0.0,0.0,0.0,0.0,0.0,1
DL,7972,SFO,MIA,12,13,7,2266,119,4.2984488702285475,4.2984488702285475,1652,133,0.0,0.0,0.0,0.0,0.0,0
UA,1207,PHL,MSP,1,19,4,1789,1922,16.22699935212308,16.22699935212308,890,53,0.0,0.0,0.0,0.0,0.0,1
AA,1329,SEA,PHX,12,5,6,1929,2059,38.314084609502544,38.314084609502544,952,90,0.0,0.0,0.0,0.0,0.0,1
WN,1790,DFW,MSP,2,2,6,669,913,10.092703465188983,10.092703465188983,1369,124,0.0,0.0,0.0,0.0,0.0,0
US,2606,BOS,ATL,4,8,1,142,551,7.453304480104902,7.453304480104902,2500,249,0.0,0.0,0.0,0.0,0.0,0
B6,9303,ATL,MSP,2,12,5,287,830,0.0,0.0,2831,303,0.0,0.0,0.0,0.0,0.0,0
UA,102,ORD,ORD,9,20,3,1084,1448,14.756520382053129,14.756520382053129,1868,204,0.0,0.0,0.0,0.0,0.0,0
F9,7518,ORD,BOS,7,26,7,453,745,17.491969555156267,17.491969555156267,1683,172,0.0,0.0,0.0,0.0,0.0,1
WN,8972,LAS,CLT,3,26,3,2302,347,20.254839158147437,45.214635142223216,2987,285,2.658300068386659,22.301495915689124,0.0,0.0,0.0,1
UA,9990,PHX,PHL,6,11,2,1224,1643,12.927695632624907,26.014890074423388,2233,259,13.08719444179848,0.0,0.0,0.0,0.0,1
WN,3861,LGA,DFW,1,28,7,1441,1809,19.209046833304328,58.856982361775735,2003,208,13.669188874207345,25.978746654264064,0.0,0.0,0.0,1
US,6016,PHX,SEA,10,19,2,1543,1851,2.5633862570767674,2.5633862570767674,1622,188,0.0,0.0,0.0,0.0,0.0,0
AS,295,ATL,BOS,8,2,1,1059,1531,42.564508858510216,58.381923843841456,2755,272,0.0,0.0,0.0,15.817414985331242,0.0,1
WN,3926,FLL,ORD,6,24,3,1268,1707,8.398272781858807,11.703004083426741,2268,239,0.0,3.3047313015679345,0.0,0.0,0.0,0
AA,5868,LGA,MCO,3,18,2,214,437,0.0,4.890252905123998,1363,143,4.890252905123998,0.0,0.0,0.0,0.0,0
US,9334,JFK,DEN,6,19,7,294,732,0.0,13.39315992283354,2642,238,7.124137835469382,0.0,6.269022087364157,0.0,0.0,0
UA,1977,LAS,PHL,6,4,5,1543,1908,4.759872794603947,4.759872794603947,2176,205,0.0,0.0,0.0,0.0,0.0,0
US,879,DTW,SEA,9,22,4,94,228,16.237956478661605,16.237956478661605,718,54,0.0,0.0,0.0,0.0,0.0,1
AA,2425,MCO,DEN,4,11,2,2132,2212,25.919035494596873,25.919035494596873,524,40,0.0,0.0,0.0,0.0,0.0,1
F9,2195,PHX,SEA,1,15,2,243,418,0.0,0.0,855,95,0.0,0.0,0.0,0.0,0.0,0
UA,1608,ATL,MCO,1,27,4,347,541,16.60561122959211,16.60561122959211,1174,114,0.0,0.0,0.0,0.0,0.0,1
F9,3215,PHX,SFO,5,19,7,1756,1946,46.54772276040952,46.54772276040952,935,110,0.0,0.0,0.0,0.0,0.0,1
DL,5754,SEA,LAS,7,24,7,1667,1843,25.964859765986674,25.964859765986674,936,96,0.0,0.0,0.0,0.0,0.0,1
F9,4605,ORD,EWR,8,6,6,1572,1802,20.672869669843266,29.106060881052493,1003,110,8.433191211209227,0.0,0.0,0.0,0.0,1
DL,3945,MSP,BOS,8,19,4,1817,1906,9.082939319308318,9.082939319308318,536,49,0.0,0.0,0.0,0.0,0.0,0
AA,7513,FLL,SFO,2,19,2,2298,116,10.478977055478735,32.36308045687263,1254,98,0.0,0.0,0.0,21.884103401393894,0.0,1
AA,4021,LAX,EWR,10,2,1,1217,1313,20.298002435618578,20.298002435618578,734,56,0.0,0.0,0.0,0.0,0.0,1
B6,3976,FLL,BOS,6,26,6,2274,12,0.0,7.518708636067348,387,58,0.0,0.0,0.0,0.0,7.518708636067348,0
NK,5712,EWR,MCO,1,25,2,2166,26,23.76812845286005,37.337017514055375,1289,140,11.020960301795574,0.0,0.0,0.0,2.547928759399751,1
UA,9920,DTW,JFK,3,10,4,2005,2035,31.551632042507396,55.90260524356544,274,30,0.0,0.0,0.0,0.0,24.350973201058043,1
DL,3932,DTW,FLL,11,27,5,1900,2056,15.0946909890215,15.0946909890215,1199,116,0.0,0.0,0.0,0.0,0.0,1
HA,1203,JFK,SEA,5,14,5,98,525,13.558444031205362,20.289024376037315,2102,227,6.730580344831952,0.0,0.0,0.0,0.0,1
WN,5642,MIA,MIA,8,25,7,79,220,10.982562401447492,10.982562401447492,543,61,0.0,0.0,0.0,0.0,0.0,0
HA,1723,BOS,ORD,2,4,3,1164,1354,0.0,0.0,1209,110,0.0,0.0,0.0,0.0,0.0,0
AA,2688,LAS,DEN,9,16,4,1677,1938,6.358008052874038,6.358008052874038,1377,141,0.0,0.0,0.0,0.0,0.0,0
HA,8602,EWR,EWR,2,23,4,339,747,36.98541261048975,36.98541261048975,2553,248,0.0,0.0,0.0,0.0,0.0,1
B6,8848,FLL,SFO,2,8,3,1152,1311,26.137330720751628,26.137330720751628,575,79,0.0,0.0,0.0,0.0,0.0,1
NK,6416,LAS,FLL,3,2,4,284,752,19.273634109824798,19.273634109824798,2743,268,0.0,0.0,0.0,0.0,0.0,1
B6,3837,LAX,LAS,11,1,2,1295,1505,0.5198136479586815,0.5198136479586815,712,90,0.0,0.0,0.0,0.0,0.0,0
US,5974,MSP,JFK,5,9,6,1094,1434,20.77839875317587,24.89041515032689,1459,180,0.0,0.0,0.0,0.0,4.11201639715102,1
AA,849,DFW,MSP,6,19,6,323,659,4.3348295271508075,4.3348295271508075,1924,216,0.0,0.0,0.0,0.0,0.0,0
B6,5104,LGA,PHX,5,16,1,888,1256,0.0,0.0,1906,208,0.0,0.0,0.0,0.0,0.0,0
AS,1927,MSP,FLL,6,17,2,1538,1845,15.685793357006169,15.685793357006169,2096,187,0.0,0.0,0.0,0.0,0.0,1
UA,213,DEN,LAX,3,27,2,242,619,13.61958120979702,57.48205464148907,1830,217,14.136130673298842,29.72634275839321,0.0,0.0,0.0,1
AA,2025,ATL,MCO,8,6,6,1902,1932,0.0,0.0,213,30,0.0,0.0,0.0,0.0,0.0,0
UA,4912,BOS,CLT,9,23,5,249,609,5.539298709034945,5.539298709034945,1710,200,0.0,0.0,0.0,0.0,0.0,0
HA,8648,FLL,FLL,4,8,3,363,726,29.559515860885092,29.559515860885092,2165,203,0.0,0.0,0.0,0.0,0.0,1
UA,2968,MIA,JFK,1,24,1,2178,10,0.0,0.0,1071,112,0.0,0.0,0.0,0.0,0.0,0
DL,340,LAX,SEA,1,1,4,2227,234,0.0,0.0,2369,247,0.0,0.0,0.0,0.0,0.0,0
UA,7279,MIA,EWR,11,1,3,1948,22,47.97739181839502,47.97739181839502,2390,274,0.0,0.0,0.0,0.0,0.0,1
DL,8195,LAS,LGA,4,11,6,1580,1819,17.521785447887,17.521785447887,796,119,0.0,0.0,0.0,0.0,0.0,1
AS,2659,LGA,PHL,1,3,4,1000,1251,5.215117656775485,5.215117656775485,1538,171,0.0,0.0,0.0,0.0,0.0,0
HA,3565,JFK,CLT,12,12,4,638,759,11.893947671957209,11.893947671957209,630,81,0.0,0.0,0.0,0.0,0.0,0
HA,9543,SEA,LAX,6,13,6,1639,1821,0.0,0.0,1131,102,0.0,0.0,0.0,0.0,0.0,0
US,1226,ORD,BOS,4,7,4,1804,2210,10.485654426677089,10.485654426677089,2066,246,0.0,0.0,0.0,0.0,0.0,0
HA,1240,SEA,EWR,5,25,2,1796,2209,11.750746415973792,11.750746415973792,1792,213,0.0,0.0,0.0,0.0,0.0,0
AA,9956,PHL,ORD,3,9,1,1663,1733,13.997945913970835,13.997945913970835,180,30,0.0,0.0,0.0,0.0,0.0,0
US,6121,MSP,DEN,3,15,6,2342,12,9.315605240704421,9.315605240704421,381,30,0.0,0.0,0.0,0.0,0.0,0
HA,4501,LAS,DFW,4,16,2,1976,45,0.0,0.0,2880,269,0.0,0.0,0.0,0.0,0.0,0
F9,7231,MSP,ORD,9,25,3,349,514,1.341223332687166,1.341223332687166,623,85,0.0,0.0,0.0,0.0,0.0,0
UA,8365,DFW,LGA,6,18,6,1952,2059,0.0,0.0,656,67,0.0,0.0,0.0,0.0,0.0,0
F9,2466,DEN,LAX,8,22,7,1040,1303,37.840492708721314,37.840492708721314,1765,143,0.0,0.0,0.0,0.0,0.0,1
NK,8892,DTW,MCO,12,27,1,1757,2029,0.0,0.0,1462,152,0.0,0.0,0.0,0.0,0.0,0
UA,331,PHX,DFW,7,22,4,628,814,17.197094967403167,17.197094967403167,1317,106,0.0,0.0,0.0,0.0,0.0,1
AS,8940,MIA,MCO,9,15,4,2123,2206,7.035253222938454,7.035253222938454,546,43,0.0,0.0,0.0,0.0,0.0,0
HA,9860,PHX,BOS,10,15,5,2165,11,0.0,0.0,1051,126,0.0,0.0,0.0,0.0,0.0,0
US,2065,MSP,ATL,7,1,2,1576,1646,3.088177500230362,9.723484791861281,187,30,0.0,0.0,0.0,0.0,6.6353072916309195,0
AS,8979,LAX,PHL,3,19,4,1517,1935,0.0,0.0,2713,258,0.0,0.0,0.0,0.0,0.0,0
UA,9916,MSP,LAS,3,6,6,465,947,0.0,0.0,2333,282,0.0,0.0,0.0,0.0,0.0,0
UA,9323,DFW,MSP,4,8,4,357,901,12.835164138545144,12.835164138545144,2547,304,0.0,0.0,0.0,0.0,0.0,0
AS,993,MSP,CLT,4,6,5,2129,203,9.525898329224933,9.525898329224933,2554,274,0.0,0.0,0.0,0.0,0.0,0
US,6548,LAS,MIA,3,1,3,98,345,21.63107473854605,21.63107473854605,1089,127,0.0,0.0,0.0,0.0,0.0,1
AA,2774,MCO,LAX,5,12,6,40,110,42.77555839896563,42.77555839896563,280,30,0.0,0.0,0.0,0.0,0.0,1
NK,9254,MIA,PHL,5,11,6,869,1114,10.39407563915098,10.39407563915098,1242,125,0.0,0.0,0.0,0.0,0.0,0
UA,9805,LGA,MSP,5,4,6,405,600,0.0,0.0,974,115,0.0,0.0,0.0,0.0,0.0,0
NK,8684,DEN,PHX,7,17,2,2007,2155,0.0,0.0,1335,108,0.0,0.0,0.0,0.0,0.0,0
UA,5046,LAX,FLL,8,6,1,485,837,0.0,0.0,2249,192,0.0,0.0,0.0,0.0,0.0,0
HA,9944,SFO,SEA,10,23,6,2148,20,57.94854076289054,57.94854076289054,1500,152,0.0,0.0,0.0,0.0,0.0,1
NK,8733,SFO,DFW,10,27,5,397,943,6.2070297473922675,6.2070297473922675,2936,306,0.0,0.0,0.0,0.0,0.0,0
UA,1576,LAX,BOS,10,20,2,93,516,12.473656012370105,12.473656012370105,2396,223,0.0,0.0,0.0,0.0,0.0,0
F9,3498,ATL,MSP,10,9,5,2097,216,3.4921736887640042,24.630151494052075,2860,279,0.0,0.0,21.13797780528807,0.0,0.0,1
AS,6336,BOS,DEN,11,22,6,1354,1910,17.567888127465032,17.567888127465032,2817,316,0.0,0.0,0.0,0.0,0.0,1
DL,4864,SFO,CLT,8,16,2,587,814,15.258009891217696,15.258009891217696,940,107,0.0,0.0,0.0,0.0,0.0,1
US,3126,LAS,FLL,1,20,7,1176,1532,37.142381391754135,44.37218437603808,1764,196,0.0,0.0,0.0,0.0,7.229802984283939,1
F9,6408,FLL,DTW,9,21,3,1676,1923,12.755292435805238,30.53458558553728,1641,127,0.0,17.77929314973204,0.0,0.0,0.0,1
AS,4533,PHL,DEN,1,13,6,310,738,0.0,0.0,2517,268,0.0,0.0,0.0,0.0,0.0,0
UA,2097,SFO,LGA,11,9,2,533,603,1.5748983039767719,1.5748983039767719,291,30,0.0,0.0,0.0,0.0,0.0,0
UA,8368,MIA,BOS,8,26,1,2241,33,6.70150105446767,19.500637325847627,1073,112,0.0,0.0,0.0,0.0,12.79913627137996,1
US,6936,FLL,PHL,12,18,2,1457,1855,0.0,0.0,2711,238,0.0,0.0,0.0,0.0,0.0,0
AA,2866,SFO,DFW,8,24,5,232,545,0.0,0.0,1886,193,0.0,0.0,0.0,0.0,0.0,0
HA,7056,SEA,MCO,10,20,4,1090,1327,16.16749209610623,16.16749209610623,1178,117,0.0,0.0,0.0,0.0,0.0,1
US,8730,DFW,BOS,8,16,7,715,1014,15.576538498499273,15.576538498499273,1747,179,0.0,0.0,0.0,0.0,0.0,1
NK,7348,CLT,DTW,7,6,2,1808,2050,15.975441986886995,29.882866155075945,1716,162,13.90742416818895,0.0,0.0,0.0,0.0,1
AA,4200,DEN,LGA,8,22,2,566,957,22.1899522578916,39.38630110934804,2389,231,17.196348851456435,0.0,0.0,0.0,0.0,1
NK,2570,BOS,DEN,10,27,2,1560,1731,2.3006573344862433,2.3006573344862433,993,91,0.0,0.0,0.0,0.0,0.0,0
HA,1486,ATL,LAX,9,8,3,529,922,21.98862020527746,56.11896683259232,2423,233,0.0,34.130346627314864,0.0,0.0,0.0,1
AA,2681,ATL,MSP,9,20,2,2292,239,8.044451890673336,8.044451890673336,1932,187,0.0,0.0,0.0,0.0,0.0,0
NK,444,FLL,DFW,8,18,5,1733,1809,8.638429933670905,13.798583653958625,312,36,5.16015372028772,0.0,0.0,0.0,0.0,0
AS,1391,PHX,LAX,7,23,6,904,1249,10.027083355293867,10.027083355293867,2171,225,0.0,0.0,0.0,0.0,0.0,0
AS,6779,BOS,MCO,11,25,5,1661,1805,12.567883391054487,12.567883391054487,407,64,0.0,0.0,0.0,0.0,0.0,0
WN,5821,LAX,DEN,7,25,1,993,1114,14.229927655569565,45.086766536453254,296,41,0.0,30.856838880883686,0.0,0.0,0.0,1
US,7050,SEA,MSP,6,17,3,1666,1919,22.501465199474232,22.501465199474232,1373,133,0.0,0.0,0.0,0.0,0.0,1
US,5221,LGA,CLT,7,20,6,1841,2142,15.055826839568741,15.055826839568741,1936,181,0.0,0.0,0.0,0.0,0.0,1
UA,8286,PHX,JFK,1,28,5,745,1121,0.0,0.0,2037,216,0.0,0.0,0.0,0.0,0.0,0
WN,2126,ATL,DTW,5,16,1,331,518,22.27954828029799,22.27954828029799,920,107,0.0,0.0,0.0,0.0,0.0,1
US,8372,MCO,BOS,3,15,5,1815,2239,30.452165350000453,30.452165350000453,2644,264,0.0,0.0,0.0,0.0,0.0,1
UA,9642,LAS,DFW,2,27,3,2280,200,20.04053537496487,20.04053537496487,1409,160,0.0,0.0,0.0,0.0,0.0,1
B6,5580,LAX,FLL,11,12,4,1741,1834,5.350963864682844,5.350963864682844,157,53,0.0,0.0,0.0,0.0,0.0,0
HA,1908,BOS,CLT,9,3,6,149,250,17.041347932881045,17.041347932881045,710,61,0.0,0.0,0.0,0.0,0.0,1
B6,2678,ATL,FLL,1,16,6,1785,2314,6.197433382162373,6.197433382162373,2835,289,0.0,0.0,0.0,0.0,0.0,0
US,7533,JFK,DFW,2,24,5,1067,1342,11.93702861536377,11.93702861536377,1457,155,0.0,0.0,0.0,0.0,0.0,0
US,1506,MSP,DEN,8,23,6,1067,1531,33.21333024874285,33.21333024874285,2614,264,0.0,0.0,0.0,0.0,0.0,1
F9,4109,LAS,EWR,9,6,5,336,423,24.705537248362276,28.14637580822599,263,47,0.0,0.0,3.440838559863712,0.0,0.0,1
NK,8461,FLL,DEN,11,5,2,396,758,17.91384983648906,17.91384983648906,2060,202,0.0,0.0,0.0,0.0,0.0,1
