airline,origin,destination,month,day_of_week,distance,scheduled_departure_hour,temperature,humidity,weather_condition,arrival_delay,is_delayed,flight_date
B6,SFO,DEN,12,6,2184,3,18.714700768047614,61.939707729847306,Rain,0.0,0,2025-10-24 01:06:50.303915
HA,MCO,SEA,11,3,941,9,12.644492296676798,78.48193486930026,Cloudy,0.0,0,2025-07-18 01:06:50.303915
HA,JFK,LAX,1,2,2443,16,27.6654810793517,59.49860987174336,Rain,55.77916366133715,1,2025-12-10 01:06:50.303915
AS,LAX,ORD,8,2,939,7,-8.152575341617665,37.30128675350315,Storm,0.0,0,2025-03-20 01:06:50.303915
AS,SFO,SEA,3,5,2149,23,13.55064440472053,63.891071109086504,Snow,0.0,0,2026-01-04 01:06:50.303915
SW,LAS,ATL,11,3,1078,2,8.48386964771576,52.03211329308862,Rain,42.08737946480185,1,2026-02-06 01:06:50.303915
DL,MCO,SFO,12,6,1098,15,-5.049723243667544,62.03574964682406,Snow,40.776201724826514,1,2025-03-01 01:06:50.303915
SW,DFW,ORD,2,3,597,5,-1.9528383287795457,62.991185592931835,Clear,0.0,0,2026-02-19 01:06:50.303915
HA,ORD,ATL,1,6,566,8,-9.35676412836863,33.55842713958501,Cloudy,0.0,0,2026-01-15 01:06:50.303915
AS,SFO,MCO,9,6,2420,15,14.118075560596186,85.64554278450042,Storm,21.624544614718857,1,2025-04-08 01:06:50.303915
AS,JFK,JFK,9,5,1147,18,31.075000954767184,86.19429515273971,Clear,0.0,0,2025-11-30 01:06:50.303915
NK,JFK,ATL,2,4,253,1,14.557993053963035,45.22441874637971,Storm,0.0,0,2025-07-12 01:06:50.303915
DL,SEA,SEA,2,1,405,9,-0.5732998447679574,40.702730275982205,Cloudy,0.0,0,2026-02-15 01:06:50.303915
DL,JFK,DFW,6,7,1935,16,25.234942290688032,32.74237781004345,Cloudy,0.0,0,2025-12-08 01:06:50.303915
NK,DFW,SFO,4,2,390,21,13.00691015727904,73.70154225976566,Rain,0.0,0,2025-08-03 01:06:50.303915
WN,DFW,LAX,3,1,520,2,38.46256495307594,48.2772238802809,Snow,0.0,0,2025-10-09 01:06:50.303915
SW,DEN,ATL,6,7,505,15,0.46410363899384954,55.08209321868448,Snow,0.0,0,2025-08-26 01:06:50.303915
HA,MCO,DFW,12,2,1926,21,15.6260931667668,50.24371530662981,Snow,33.37927436030674,1,2025-12-19 01:06:50.303915
NK,ORD,LAX,4,6,717,16,5.094651825752791,46.66802572142973,Rain,0.0,0,2025-03-22 01:06:50.303915
WN,LAS,DEN,6,3,918,9,19.42767645767877,88.40024449711652,Rain,0.0,0,2025-05-01 01:06:50.303915
F9,DEN,LAX,4,1,1567,20,33.85231348241913,86.34778165098034,Cloudy,0.0,0,2025-09-12 01:06:50.303915
UA,ATL,ORD,1,3,1445,13,3.4136439339139546,45.31860667956089,Storm,38.890703446930615,1,2025-05-31 01:06:50.303915
F9,SFO,DEN,4,1,1122,10,13.764611899490344,45.2371766977336,Storm,68.52577077578594,1,2025-04-23 01:06:50.303915
NK,ORD,LAX,11,7,1587,21,0.5505617641220688,54.226430831040595,Storm,0.0,0,2026-02-18 01:06:50.303915
AS,MCO,LAS,2,4,2146,2,5.719126349596701,20.977586837492208,Clear,0.0,0,2025-03-02 01:06:50.303915
AS,ATL,ORD,7,2,1634,22,26.05304248472188,56.88420300856353,Cloudy,0.0,0,2025-12-01 01:06:50.303915
AS,SEA,SFO,11,3,1502,9,32.25725064025285,32.92520475599606,Clear,0.0,0,2025-06-20 01:06:50.303915
AS,JFK,SEA,3,5,127,11,12.020624273809453,28.263222919082168,Clear,0.0,0,2025-04-02 01:06:50.303915
DL,JFK,LAS,2,5,805,16,39.37826396125147,42.951970134100094,Storm,79.63388164476731,1,2025-03-01 01:06:50.303915
DL,SFO,MCO,5,4,319,0,6.553452495186949,28.93077899659018,Cloudy,0.0,0,2025-09-27 01:06:50.303915
AA,ATL,SFO,8,7,2422,23,15.83830672471002,60.179797652154306,Clear,0.0,0,2025-09-16 01:06:50.303915
HA,ORD,ORD,1,5,1191,7,38.19399168669531,88.30950231175471,Rain,0.0,0,2025-10-13 01:06:50.303915
NK,SFO,ORD,8,4,404,19,29.939257908967058,85.30841828276698,Cloudy,26.76118739979735,1,2025-04-26 01:06:50.303915
AA,ATL,ORD,12,2,2179,18,7.702232020370694,43.88626151319062,Rain,0.0,0,2025-08-22 01:06:50.303915
NK,MCO,DFW,1,3,252,13,39.32611825328898,39.70658720797713,Rain,0.0,0,2025-04-02 01:06:50.303915
B6,SFO,DEN,1,1,1820,23,37.07696177905757,22.98992774058441,Storm,42.314133329766435,1,2025-05-10 01:06:50.303915
UA,DEN,JFK,2,2,1194,11,19.48657038396414,61.53783375082585,Rain,0.0,0,2025-11-19 01:06:50.303915
NK,SFO,LAX,7,5,1692,23,27.791902794832602,74.68456464717977,Storm,55.14252751617821,1,2025-03-03 01:06:50.303915
F9,MCO,DFW,5,3,1098,9,28.991759985638026,81.00165342354549,Snow,0.0,0,2025-09-16 01:06:50.303915
B6,LAX,LAX,10,6,655,8,28.45305754186095,78.60258870383834,Storm,43.66212933975696,1,2025-03-13 01:06:50.303915
SW,DFW,MCO,9,2,1003,4,-3.3516226767050146,67.88769892755418,Rain,0.0,0,2025-12-07 01:06:50.303915
F9,SFO,SFO,7,4,440,13,9.847350119795948,81.3700352647468,Storm,61.51329731618594,1,2025-05-20 01:06:50.303915
AA,ATL,LAX,4,2,1677,23,30.562522642298433,58.81146281389227,Storm,0.0,0,2025-07-13 01:06:50.303915
SW,LAS,SEA,3,3,1143,9,5.1115889714506615,47.05928221410504,Rain,0.0,0,2025-08-30 01:06:50.303915
B6,MCO,JFK,4,2,1408,3,37.723004246609804,52.305803970823966,Storm,0.0,0,2026-02-09 01:06:50.303915
HA,MCO,DEN,1,1,1465,12,33.68846553326504,41.29987316595205,Clear,0.0,0,2026-01-27 01:06:50.303915
AA,DEN,ATL,4,2,2194,4,20.78588709197405,82.56021749952698,Snow,0.0,0,2025-09-22 01:06:50.303915
HA,DEN,LAS,4,3,2361,13,26.994101796288923,40.93110855850355,Clear,0.0,0,2025-07-12 01:06:50.303915
NK,LAS,DFW,7,5,527,6,0.7592103251388913,86.488324049843,Cloudy,0.0,0,2026-01-01 01:06:50.303915
UA,DEN,ORD,2,6,942,3,11.539116761597114,44.228208437467806,Cloudy,0.0,0,2025-05-09 01:06:50.303915
AS,DFW,LAS,8,5,662,17,-8.159419452277973,35.42237702294695,Clear,0.0,0,2025-06-08 01:06:50.303915
AA,JFK,SEA,10,3,1029,4,14.341990327184998,74.79576624334035,Rain,0.0,0,2025-06-26 01:06:50.303915
AS,MCO,DEN,1,1,544,15,-5.9842934325488955,64.57510774181367,Clear,0.0,0,2026-02-28 01:06:50.303915
DL,DFW,SFO,12,2,1478,10,-9.811159796418213,43.19156074724144,Snow,0.0,0,2026-02-01 01:06:50.303915
SW,LAS,DEN,11,5,1670,19,31.542578364383914,67.80932978553635,Clear,0.0,0,2025-06-04 01:06:50.303915
WN,LAS,DEN,6,1,1850,12,38.54231730030056,69.7800368950175,Rain,0.0,0,2025-04-02 01:06:50.303915
B6,MCO,SFO,1,2,1745,10,-2.9651859663014886,51.11127660883184,Rain,0.0,0,2025-05-27 01:06:50.303915
DL,LAS,SFO,2,2,1082,14,14.131590284381872,38.56240458678134,Clear,0.0,0,2026-01-19 01:06:50.303915
AS,DEN,LAX,6,5,1800,12,19.34389086847689,59.14292726013375,Clear,0.0,0,2025-05-31 01:06:50.303915
AS,ORD,LAS,11,4,1543,23,5.981383586937758,31.51320338717133,Snow,0.0,0,2025-06-23 01:06:50.303915
AS,ORD,LAX,11,3,736,22,-3.1685510377089967,79.41843489044169,Clear,0.0,0,2025-07-22 01:06:50.303915
AS,DEN,JFK,6,6,1846,12,-3.6221915152225472,26.2887758674438,Clear,0.0,0,2025-11-28 01:06:50.303915
UA,ATL,JFK,7,3,1857,4,10.728950138918062,66.5774170793031,Clear,0.0,0,2025-12-20 01:06:50.303915
HA,ORD,ORD,6,6,324,4,-6.714553384130658,23.673973594855866,Rain,0.0,0,2025-04-23 01:06:50.303915
SW,DFW,DFW,8,5,1144,18,-8.121343809455752,34.03476897534192,Snow,0.9398678304339079,0,2025-09-02 01:06:50.303915
NK,DEN,MCO,12,7,1871,12,2.707762067984806,84.7835473969656,Rain,0.0,0,2026-02-16 01:06:50.303915
NK,SEA,SEA,2,7,899,0,20.73432766746772,26.49738118185239,Snow,0.0,0,2025-12-14 01:06:50.303915
DL,DEN,DFW,6,3,2246,13,23.76000275092035,42.79063806549111,Snow,0.0,0,2025-04-02 01:06:50.303915
AS,MCO,JFK,5,6,1256,1,39.370530047973624,73.34165518838779,Rain,0.0,0,2025-04-21 01:06:50.303915
SW,SEA,JFK,7,6,1057,6,28.50933965088514,42.57375812980087,Rain,0.0,0,2025-10-24 01:06:50.303915
AA,JFK,ATL,8,7,1652,8,-6.0181203867108035,23.18608001766288,Snow,0.0,0,2025-03-13 01:06:50.303915
NK,DEN,DFW,9,3,1564,12,23.568716244515024,48.52419594957013,Rain,0.0,0,2025-11-05 01:06:50.303915
DL,SFO,LAS,6,6,1370,14,14.341376143073983,62.42056916975586,Rain,0.0,0,2025-09-20 01:06:50.303915
DL,SEA,SFO,11,7,199,3,5.088393929052607,29.10925491194761,Snow,58.95001340677236,1,2025-10-03 01:06:50.303915
DL,SFO,DFW,4,4,1054,17,20.146233861565847,76.92661191925686,Cloudy,0.0,0,2025-04-02 01:06:50.303915
F9,LAS,SFO,6,6,786,22,6.6378126741590755,48.267547990284775,Cloudy,0.0,0,2026-01-27 01:06:50.303915
AA,ORD,MCO,6,5,627,23,2.608608907344143,50.12525601368458,Snow,0.0,0,2025-03-30 01:06:50.303915
F9,ATL,LAS,4,1,610,7,-3.1208965921277834,52.62232853173144,Rain,0.0,0,2025-06-13 01:06:50.303915
NK,ORD,ATL,3,2,176,21,-1.1385060136992546,58.40233103547711,Storm,0.0,0,2025-11-17 01:06:50.303915
AS,DEN,SEA,11,2,1665,2,15.804044821362655,53.237590969443204,Clear,0.0,0,2025-07-13 01:06:50.303915
F9,SFO,DEN,5,5,111,10,22.951850140705105,49.93858625711601,Storm,0.0,0,2025-03-31 01:06:50.303915
UA,LAS,SFO,11,6,558,15,39.80701005654464,87.30475242579102,Cloudy,0.0,0,2025-03-18 01:06:50.303915
HA,DEN,LAX,9,5,1293,4,26.84579380726565,54.758205076852136,Snow,41.54201130837335,1,2025-09-23 01:06:50.303915
NK,MCO,SEA,8,2,2451,1,33.54349279678064,46.0145212631822,Cloudy,0.0,0,2026-02-17 01:06:50.303915
B6,SEA,LAS,7,2,789,5,1.9266494353897077,42.399146976814635,Rain,0.0,0,2025-03-20 01:06:50.303915
UA,ORD,JFK,4,4,667,17,28.655481625585416,52.57934520690592,Snow,43.83137626610038,1,2026-01-24 01:06:50.303915
B6,ATL,DFW,5,5,238,19,7.322533716348708,73.65720192001127,Cloudy,0.0,0,2025-12-07 01:06:50.303915
SW,LAX,ORD,8,2,1192,7,8.18805258566002,50.012263834429874,Clear,0.0,0,2025-10-01 01:06:50.303915
WN,JFK,LAX,10,1,788,6,36.46911019570618,70.30318986338844,Clear,0.0,0,2025-09-27 01:06:50.303915
UA,ATL,LAS,2,3,1655,2,31.496509408976607,46.83643639676531,Storm,13.303549841383017,0,2025-04-01 01:06:50.303915
UA,LAX,DFW,4,1,2437,11,-7.431481336490738,69.35965301756582,Cloudy,0.0,0,2026-02-28 01:06:50.303915
HA,ATL,LAX,4,1,456,13,26.407164083295832,78.6172793837349,Storm,41.32942932364758,1,2025-06-02 01:06:50.303915
AS,LAS,DFW,4,1,1048,0,10.577115764215254,23.593506758240412,Clear,0.0,0,2025-12-11 01:06:50.303915
AS,DEN,SEA,6,2,1798,13,27.301239634078,51.19919994086342,Clear,0.0,0,2025-07-17 01:06:50.303915
B6,DFW,SFO,7,3,457,13,15.4452576872639,24.47048964505231,Storm,35.86941723800069,1,2025-10-03 01:06:50.303915
DL,DFW,JFK,1,2,354,11,33.7071524846658,88.53798426462504,Cloudy,0.0,0,2026-02-08 01:06:50.303915
NK,DFW,ORD,8,1,1569,5,31.301103087263634,46.0330430579708,Snow,0.0,0,2025-07-25 01:06:50.303915
B6,LAX,JFK,6,2,1766,4,-3.255745572296483,40.75348998519003,Clear,0.0,0,2026-02-04 01:06:50.303915
SW,DFW,SEA,6,7,387,1,28.145248040971936,40.0582976926712,Snow,0.0,0,2025-08-30 01:06:50.303915
DL,LAS,SFO,4,7,2153,1,16.926174188080264,45.01381290974029,Snow,0.0,0,2025-12-23 01:06:50.303915
HA,ATL,DFW,2,3,2403,23,24.582596439089876,37.33124016800008,Rain,0.0,0,2026-02-01 01:06:50.303915
B6,ATL,SEA,3,3,1061,12,36.96422927481236,46.13687170956807,Rain,0.0,0,2025-08-20 01:06:50.303915
SW,DEN,LAX,12,4,2316,10,33.56932916392392,87.464440578566,Cloudy,0.0,0,2026-02-22 01:06:50.303915
AS,ATL,SFO,2,2,1010,20,32.41952321072567,61.72428376687385,Rain,0.0,0,2026-02-12 01:06:50.303915
UA,LAS,SFO,3,3,2180,14,32.79656226957721,56.92629156714585,Storm,0.0,0,2025-08-03 01:06:50.303915
B6,LAX,MCO,7,1,2214,23,11.71159657982173,82.59698328826384,Storm,77.0158158214556,1,2025-12-16 01:06:50.303915
SW,DEN,DFW,9,1,2442,18,26.114465148148703,86.63265270780336,Storm,0.0,0,2025-07-09 01:06:50.303915
SW,SFO,JFK,7,2,2035,7,5.744647513907106,72.35444879465254,Clear,0.0,0,2025-03-11 01:06:50.303915
SW,MCO,ORD,7,5,1984,2,22.92768263082688,49.3058248175516,Storm,21.414508681026895,1,2025-08-29 01:06:50.303915
NK,DFW,LAX,10,3,545,17,3.387202754959393,74.19187658378736,Storm,5.440934636034653,0,2026-02-07 01:06:50.303915
HA,DEN,SFO,2,3,2107,18,8.777750396022373,72.3846744402336,Rain,0.0,0,2025-03-21 01:06:50.303915
NK,SEA,DFW,2,1,2370,9,18.91229752466954,86.10801458604332,Rain,0.0,0,2025-04-28 01:06:50.303915
SW,DEN,DEN,12,4,1981,22,24.908863707308242,37.122868840470545,Snow,0.0,0,2026-01-28 01:06:50.303915
WN,ORD,MCO,9,6,1038,6,20.666183099732592,87.93003088445695,Clear,0.0,0,2025-11-08 01:06:50.303915
AS,MCO,MCO,5,1,277,7,33.08972214154443,34.24889235908647,Rain,0.0,0,2025-06-12 01:06:50.303915
DL,LAX,DFW,9,4,104,18,38.71647185494826,49.54959431574895,Storm,52.88972315185175,1,2025-05-26 01:06:50.303915
WN,SFO,JFK,11,1,2130,16,14.4483169735905,89.20593306518693,Rain,50.152897287519465,1,2025-05-24 01:06:50.303915
AS,LAX,SFO,6,6,210,4,26.622889344897644,59.43774376849684,Snow,0.0,0,2025-10-16 01:06:50.303915
NK,DFW,MCO,3,5,1269,5,36.129352634606995,25.16960959344287,Storm,0.0,0,2025-10-11 01:06:50.303915
DL,LAS,LAX,8,7,141,2,27.873853378167333,43.44761606050506,Snow,31.227354894952555,1,2025-06-09 01:06:50.303915
SW,LAX,DFW,2,5,1102,3,9.33030045448243,46.890842331906896,Storm,0.0,0,2025-10-30 01:06:50.303915
B6,MCO,LAS,8,1,2004,12,-7.754543692817963,66.74060600058529,Snow,0.0,0,2026-01-29 01:06:50.303915
AS,DEN,ORD,9,2,765,7,28.77649532548203,62.23037003079193,Rain,0.0,0,2025-06-04 01:06:50.303915
F9,LAS,DEN,8,5,1093,0,-3.6005574348362845,58.427169337467724,Clear,0.0,0,2026-02-04 01:06:50.303915
AS,ORD,ATL,11,3,2180,7,15.939157420116054,87.46241574556164,Cloudy,0.0,0,2025-04-10 01:06:50.303915
F9,JFK,SFO,1,7,1499,17,2.4660617955091872,61.35966677635284,Rain,0.0,0,2025-08-25 01:06:50.303915
DL,DFW,MCO,8,3,2321,6,-5.696257516033362,74.82144803136484,Storm,0.0,0,2025-05-17 01:06:50.303915
WN,DEN,LAX,1,3,1891,3,-9.228675576083203,38.70144420016592,Cloudy,0.0,0,2025-04-11 01:06:50.303915
SW,DFW,LAX,12,7,543,15,-4.40795926177249,68.63874010160609,Cloudy,0.0,0,2025-11-06 01:06:50.303915
F9,ATL,MCO,3,1,879,17,0.6501398717300138,84.85106376362977,Rain,37.48724160413451,1,2026-02-13 01:06:50.303915
HA,SEA,SFO,9,2,779,11,19.412284232009927,39.00865760197017,Cloudy,19.800317040609556,1,2026-01-05 01:06:50.303915
AA,DFW,SFO,7,4,1514,14,28.85184954885203,28.736198895072707,Snow,0.0,0,2025-03-18 01:06:50.303915
WN,DEN,ATL,2,5,1200,21,23.533897956588966,27.834199076526833,Storm,0.0,0,2025-04-17 01:06:50.303915
F9,ORD,SEA,5,3,1994,13,-2.3330467369743673,68.9748122854975,Snow,0.0,0,2025-11-01 01:06:50.303915
HA,ORD,ORD,10,7,2339,3,25.39995187627163,31.290642697059177,Storm,50.080576853955755,1,2025-07-16 01:06:50.303915
B6,SFO,SEA,10,3,1393,6,-6.2791884908751445,22.692146189552254,Rain,0.0,0,2025-11-15 01:06:50.303915
DL,LAS,LAS,9,5,1189,18,2.607642334929537,23.465472942481952,Cloudy,0.0,0,2025-10-25 01:06:50.303915
SW,ORD,ATL,8,7,1133,3,9.518787008942606,66.14057106033323,Clear,0.0,0,2025-07-18 01:06:50.303915
DL,JFK,SFO,3,3,2235,0,-4.989792788566085,32.750258060088726,Rain,39.079269003590156,1,2025-07-17 01:06:50.303915
DL,LAS,JFK,3,2,2223,8,35.83912377168553,56.13803701812851,Cloudy,39.25044732440362,1,2025-05-02 01:06:50.303915
DL,DFW,ATL,9,2,1897,3,30.23644433481241,70.24919210674204,Cloudy,38.215301101498454,1,2025-03-24 01:06:50.303915
B6,MCO,SFO,8,5,1591,3,17.470181615952495,59.942643791361,Rain,66.06868514933768,1,2025-12-26 01:06:50.303915
HA,LAX,SEA,11,5,960,22,-5.832373946248928,38.79341100177486,Snow,0.0,0,2025-04-22 01:06:50.303915
UA,DFW,LAX,1,4,1597,17,10.578578263979097,48.47593214448099,Rain,0.0,0,2025-10-24 01:06:50.303915
WN,JFK,LAS,6,5,2268,8,33.75995923918822,83.85478462847244,Rain,0.0,0,2025-05-24 01:06:50.303915
B6,ORD,ATL,5,4,2016,5,6.888047262716444,58.805330773434164,Clear,0.0,0,2025-07-03 01:06:50.303915
UA,ORD,SFO,6,3,776,14,8.70844014145403,86.39155665359671,Storm,0.0,0,2025-08-01 01:06:50.303915
B6,DFW,DEN,12,2,615,18,-6.136699859363162,36.34334804847734,Rain,0.0,0,2025-05-06 01:06:50.303915
UA,MCO,SEA,11,1,1524,13,-4.938060028522697,25.16138529901814,Clear,0.0,0,2025-08-28 01:06:50.303915
UA,MCO,LAS,4,7,2048,7,15.125452876044267,73.36507996513552,Snow,27.949597621086,1,2025-11-01 01:06:50.303915
HA,JFK,ORD,9,3,1247,11,2.329760218093245,63.26012546500357,Rain,0.0,0,2026-01-22 01:06:50.303915
HA,ATL,ORD,11,4,2138,9,26.304129629611218,46.7174431497022,Clear,0.0,0,2025-06-29 01:06:50.303915
SW,SEA,MCO,9,3,1655,7,22.756873595685008,55.09766249329267,Snow,0.0,0,2025-06-07 01:06:50.303915
DL,SEA,MCO,4,4,460,7,10.87844867387166,59.98078635519089,Snow,8.041567355865233,0,2025-11-14 01:06:50.303915
AA,ATL,DFW,3,7,1096,20,6.120777883876375,67.39485623247636,Rain,0.0,0,2025-12-13 01:06:50.303915
B6,LAS,SFO,10,2,1663,10,36.70477781965025,47.567090998371015,Storm,76.86808353141129,1,2025-04-08 01:06:50.303915
DL,SFO,MCO,6,5,1152,6,37.00769852637015,34.071163942721086,Snow,0.0,0,2025-10-07 01:06:50.303915
F9,ATL,LAS,2,5,1911,5,-6.760908246210886,43.00063717762549,Cloudy,0.0,0,2025-09-01 01:06:50.303915
DL,SFO,SFO,10,3,1827,22,18.79680053027428,55.400126361228615,Clear,0.0,0,2026-02-25 01:06:50.303915
DL,MCO,LAX,9,4,170,5,39.33420227499786,87.34506687008226,Cloudy,0.0,0,2025-06-25 01:06:50.303915
NK,ORD,SEA,8,7,1736,4,29.49838421286762,78.28262884484046,Rain,0.0,0,2025-09-25 01:06:50.303915
AS,SFO,DEN,4,5,202,18,1.635709864386584,69.45672873275848,Storm,94.46125470643081,1,2025-05-29 01:06:50.303915
AS,DEN,LAX,11,7,196,2,23.104665507521965,86.160639652003,Rain,0.0,0,2025-12-23 01:06:50.303915
DL,LAX,DFW,10,6,1895,10,3.0539363050603043,84.66901791517692,Clear,0.0,0,2025-03-01 01:06:50.303915
DL,JFK,SFO,3,5,1587,0,10.972196373812725,28.428909602947634,Storm,0.0,0,2025-11-15 01:06:50.303915
AS,ATL,SEA,1,5,707,16,29.273122251073964,48.95144275568832,Snow,74.29691881187384,1,2025-07-06 01:06:50.303915
AA,LAS,SEA,12,5,776,9,-5.321940148958973,68.92714236397836,Storm,21.193811844313178,1,2025-04-02 01:06:50.303915
AS,MCO,LAS,7,7,594,15,3.07518127610936,48.90274093861812,Snow,34.97885468079359,1,2025-08-14 01:06:50.303915
NK,SEA,MCO,4,5,789,9,21.043902150210833,60.44861532267809,Clear,0.0,0,2025-03-10 01:06:50.303915
SW,DEN,JFK,8,6,1956,8,36.81571740530566,26.599723374210647,Rain,37.65648597831827,1,2025-06-21 01:06:50.303915
HA,MCO,LAX,10,4,1124,6,12.058397218746201,87.00559655590607,Storm,0.0,0,2025-05-28 01:06:50.303915
DL,SEA,LAX,3,5,1536,1,37.59467899392642,40.382939146087665,Rain,75.99214763809243,1,2025-06-04 01:06:50.303915
HA,MCO,MCO,7,4,262,18,11.590805728576886,32.57534773688198,Snow,0.0,0,2025-11-10 01:06:50.303915
B6,MCO,SFO,11,2,666,9,4.155250477907922,27.588567327525283,Cloudy,0.0,0,2025-08-03 01:06:50.303915
NK,SEA,LAS,9,1,696,1,20.611804175200753,54.72327466664034,Storm,68.73316615326263,1,2026-02-23 01:06:50.303915
DL,ORD,ORD,6,5,233,16,-7.451501367080229,79.49577874929432,Snow,0.0,0,2025-03-10 01:06:50.303915
UA,JFK,DFW,1,4,2327,1,13.483449849833832,62.107012106998965,Clear,0.0,0,2025-04-10 01:06:50.303915
F9,DEN,ATL,7,2,520,2,0.4612890604691646,30.510733212673024,Rain,0.0,0,2025-07-26 01:06:50.303915
UA,ATL,LAS,12,5,1628,5,31.874072597153422,24.24490958577131,Storm,0.0,0,2026-02-15 01:06:50.303915
B6,JFK,DFW,4,3,2046,17,5.497522468381536,80.87829020972805,Rain,0.0,0,2025-06-10 01:06:50.303915
AS,SEA,LAS,5,7,573,3,14.224602295795073,83.95950713424882,Snow,0.0,0,2026-02-19 01:06:50.303915
AA,MCO,SFO,3,4,697,22,29.131535868546102,75.46991441252555,Storm,59.32457570085718,1,2025-12-21 01:06:50.303915
UA,ORD,SFO,5,6,1403,15,13.168194615075727,66.46968916323006,Storm,0.0,0,2025-03-24 01:06:50.303915
AA,ORD,MCO,3,1,725,3,-9.774890793675453,47.33602562794283,Clear,0.0,0,2025-06-02 01:06:50.303915
F9,ATL,DEN,12,5,577,10,18.299857678324113,21.64633894770737,Snow,16.365950346389205,1,2025-09-19 01:06:50.303915
SW,MCO,ATL,9,6,2220,23,16.295223798179197,65.5236303751646,Snow,0.0,0,2025-10-03 01:06:50.303915
F9,ORD,LAX,7,6,398,12,5.539869464161637,23.184029021418134,Clear,0.0,0,2025-09-30 01:06:50.303915
NK,DFW,ORD,4,4,2348,8,10.810638594404118,23.135640586909037,Cloudy,0.0,0,2025-04-27 01:06:50.303915
NK,JFK,MCO,2,5,1409,6,-0.9130743107821324,32.119459079007406,Snow,0.9248586237275269,0,2025-05-19 01:06:50.303915
HA,DEN,MCO,12,1,2322,21,5.418610675927679,75.79700913689857,Storm,56.555975773189125,1,2025-08-08 01:06:50.303915
DL,MCO,LAX,9,3,1999,15,-2.368521440628254,61.71113037144481,Clear,0.0,0,2025-08-08 01:06:50.303915
SW,ORD,MCO,10,3,921,1,-8.040984637820866,31.980024521779388,Storm,0.0,0,2025-07-01 01:06:50.303915
AA,DFW,ORD,10,1,605,10,20.46123926329224,46.80680333339346,Rain,0.0,0,2025-03-11 01:06:50.303915
F9,LAX,ATL,6,5,500,16,31.335296188695672,54.253160848133305,Snow,94.89115855258606,1,2025-07-03 01:06:50.303915
HA,DEN,MCO,9,3,2115,9,19.49885910540717,33.05544079402993,Storm,0.0,0,2025-08-25 01:06:50.303915
AA,MCO,DEN,8,3,2380,16,27.8553232940833,71.93719611616113,Cloudy,0.0,0,2026-01-01 01:06:50.303915
F9,SEA,JFK,10,5,1759,17,24.62833330968502,82.70263045519987,Clear,0.0,0,2025-06-18 01:06:50.303915
NK,SEA,ORD,2,2,1215,22,21.964325121842467,62.041868857383086,Rain,0.0,0,2026-01-16 01:06:50.303915
UA,DFW,SEA,7,5,621,8,5.051148375596862,54.56682204595479,Storm,0.0,0,2025-04-08 01:06:50.303915
SW,LAX,LAX,11,7,785,5,1.4383046002615618,37.43164043143888,Snow,66.22713650446732,1,2026-02-11 01:06:50.303915
AA,SEA,JFK,5,7,1149,9,38.50196155227891,49.365406237357845,Rain,0.0,0,2025-07-27 01:06:50.303915
UA,DFW,LAX,10,4,1979,4,31.44481524766345,50.012390689158394,Clear,0.0,0,2026-03-01 01:06:50.303915
F9,ATL,DFW,7,6,795,3,11.856936392161298,53.20606270198889,Snow,11.635710990369303,0,2025-09-01 01:06:50.303915
B6,LAS,LAS,10,3,1295,19,9.958251281990698,79.23431033551687,Cloudy,0.0,0,2025-03-18 01:06:50.303915
F9,DFW,DFW,1,2,1954,14,32.14234175387252,26.820124206019273,Snow,64.06334372468487,1,2025-03-09 01:06:50.303915
DL,JFK,LAS,8,7,771,7,-6.42626954359606,39.252829328936905,Snow,0.0,0,2026-01-24 01:06:50.303915
SW,DEN,SFO,3,4,2372,8,16.586244490092593,74.09186163694939,Cloudy,0.0,0,2026-01-11 01:06:50.303915
NK,LAS,SEA,4,4,2247,14,38.963917047465365,82.78871958386263,Clear,0.0,0,2025-06-21 01:06:50.303915
F9,LAX,JFK,11,5,776,10,2.8918004070731556,46.998584785519014,Cloudy,0.0,0,2025-09-10 01:06:50.303915
NK,LAX,LAS,5,4,2097,23,10.2368805983685,59.063089666904176,Storm,54.2020766026658,1,2025-12-29 01:06:50.303915
HA,LAS,SEA,12,2,181,23,31.867666397494474,22.715383991605993,Clear,0.0,0,2025-07-11 01:06:50.303915
SW,SFO,DFW,12,2,1438,9,28.836311054430155,46.66389011888673,Snow,0.0,0,2025-12-28 01:06:50.303915
AS,MCO,LAS,3,6,125,8,35.00056733640403,53.50056437347465,Rain,0.0,0,2026-02-02 01:06:50.303915
F9,JFK,DFW,7,2,583,7,-3.4363622568046726,81.86237678930475,Cloudy,0.0,0,2025-07-06 01:06:50.303915
UA,LAS,MCO,2,2,436,15,-8.269269475306158,21.481244024256913,Storm,0.0,0,2025-12-12 01:06:50.303915
HA,MCO,ATL,1,4,2205,22,-1.0641164034950314,48.07225936771804,Rain,0.0,0,2025-10-08 01:06:50.303915
AA,JFK,DFW,12,5,719,5,21.418083178470567,67.09021846143457,Storm,0.0,0,2025-11-03 01:06:50.303915
HA,MCO,MCO,7,5,134,8,-7.467825384933654,75.35493494019389,Cloudy,0.0,0,2025-03-29 01:06:50.303915
WN,JFK,ORD,2,5,1657,8,-5.8186012953697706,55.0515741626613,Storm,34.458646050553206,1,2025-10-17 01:06:50.303915
NK,SEA,DEN,7,1,1832,12,9.76374763171198,86.02809262633755,Clear,0.0,0,2025-12-20 01:06:50.303915
